iter	Logloss
0	0.6075517835
1	0.5391834362
2	0.4817157494
3	0.4280927378
4	0.3815369543
5	0.3493415989
6	0.31378078
7	0.2869320702
8	0.2633664432
9	0.2409147321
10	0.2261479601
11	0.2092800658
12	0.1970921309
13	0.1862973024
14	0.175977877
15	0.1667149217
16	0.1596167229
17	0.1526172423
18	0.146855679
19	0.14267709
20	0.1382335156
21	0.1336198542
22	0.1283536761
23	0.1254420736
24	0.1212405234
25	0.1186763297
26	0.1155507872
27	0.1128611813
28	0.1108285987
29	0.1085782708
30	0.1063207482
31	0.1042739148
32	0.1025635987
33	0.101387013
34	0.1003017936
35	0.09908952789
36	0.09732759833
37	0.0965332552
38	0.09559708946
39	0.09460398407
40	0.09372266272
41	0.09265275309
42	0.09190434619
43	0.09129856859
44	0.09063523254
45	0.08944959482
46	0.08864612886
47	0.08796705818
48	0.08734094871
49	0.08669210457
50	0.08584762395
51	0.0853170351
52	0.08468053645
53	0.0842719462
54	0.0838989548
55	0.08302522089
56	0.08257651443
57	0.08212929987
58	0.08164653348
59	0.08123389026
60	0.08065223474
61	0.08041334703
62	0.08010746403
63	0.07970446361
64	0.07917556659
65	0.07858309804
66	0.07827276993
67	0.07798464488
68	0.07748525316
69	0.07713935061
70	0.07678398679
71	0.07635596193
72	0.0761153255
73	0.07575316113
74	0.07541707718
75	0.07509958023
76	0.07479360648
77	0.0745738085
78	0.07404250719
79	0.07383792648
80	0.07360549935
81	0.07331411833
82	0.07293455958
83	0.07264512703
84	0.07242479844
85	0.07205228936
86	0.07175824479
87	0.07137398234
88	0.07108541371
89	0.07075967298
90	0.07056467067
91	0.07031073782
92	0.07014593708
93	0.06996653639
94	0.06982435723
95	0.06949178439
96	0.06929633632
97	0.06911804202
98	0.06875753252
99	0.06862980517
100	0.06836808981
101	0.06815145532
102	0.0679485557
103	0.06768669097
104	0.0675061868
105	0.06728833606
106	0.06717162659
107	0.0669689117
108	0.06683023613
109	0.06667658828
110	0.06654079652
111	0.06629405739
112	0.06603239362
113	0.0658627736
114	0.06569175697
115	0.06556173811
116	0.06540253555
117	0.06525313615
118	0.0650235093
119	0.06482505023
120	0.06465422233
121	0.06452099384
122	0.06431785774
123	0.06418656913
124	0.0641053391
125	0.06387977216
126	0.06362521061
127	0.06338072778
128	0.06321863723
129	0.06295886638
130	0.06269963021
131	0.06261264472
132	0.06246015802
133	0.06226680865
134	0.06212596301
135	0.06200299576
136	0.0618928382
137	0.06179363088
138	0.06155173396
139	0.06141664002
140	0.06125422502
141	0.0610714066
142	0.06089731384
143	0.06069710809
144	0.06054091293
145	0.06028313
146	0.0601611775
147	0.05999546369
148	0.05981774674
149	0.0595957646
150	0.05939015071
151	0.05918344284
152	0.05906287363
153	0.05890524859
154	0.05876198121
155	0.05859158941
156	0.05845162376
157	0.05831672389
158	0.05821106529
159	0.05807148489
160	0.05784180133
161	0.05764497524
162	0.05748855914
163	0.05739598912
164	0.05720925651
165	0.05703418143
166	0.05690864688
167	0.05683804236
168	0.05663355315
169	0.05646528728
170	0.05630988081
171	0.05621223603
172	0.05611511357
173	0.05596727051
174	0.05580829562
175	0.05565940801
176	0.05553307666
177	0.05536433015
178	0.05522221177
179	0.05508858949
180	0.05503223673
181	0.05487627698
182	0.05475744676
183	0.05468302628
184	0.05460858772
185	0.05453633678
186	0.05447182608
187	0.05437158353
188	0.05424035991
189	0.0541298417
190	0.05383548087
191	0.05379261336
192	0.05357029628
193	0.0534588698
194	0.05329224801
195	0.05320803399
196	0.05308174402
197	0.05291449932
198	0.05281186768
199	0.05266118792
200	0.052530371
201	0.05245097636
202	0.05227467388
203	0.05213328754
204	0.05192712422
205	0.05184987813
206	0.05174266186
207	0.05158265751
208	0.05146477555
209	0.05138009445
210	0.05128511052
211	0.05120950494
212	0.05110291314
213	0.05091018215
214	0.05075501423
215	0.050594278
216	0.05047149893
217	0.05039652149
218	0.05025241032
219	0.05014828721
220	0.05004767293
221	0.04992015481
222	0.04983270728
223	0.04979205824
224	0.04958414711
225	0.04952744117
226	0.04946037983
227	0.04933453302
228	0.04918043501
229	0.04911007912
230	0.04894983574
231	0.04881113884
232	0.04870834513
233	0.0486433202
234	0.048531952
235	0.04844101337
236	0.04828625728
237	0.04821587945
238	0.04808322383
239	0.04799089245
